arxiv_id,title,date,abstract
2510.04326,Integrable Floquet Time Crystals in One Dimension,2025-10-05T19:16:10Z,"We demonstrate the realization of a discrete-time crystal (DTC) phase in a family of periodically driven, one-dimensional quadratic lattice Hamiltonians that can be obtained using spin chains. These interactions preserve integrability while opening controllable gaps at resonant quasienergies and pinning the emergent quasienergy modes that are responsible for subharmonics. We demonstrate that the DTC phase is rigid in the parameter space of transverse field and an additional interaction like NNN coupling strength, with the drive frequency optimized to produce the strongest subharmonic response. We also provide a detailed phase portrait of the model, exhibiting a variety of new dynamical phases, such as a fragile time crystal and both spin-liquid and paramagnetic phases, as well as sharp quantum phase transitions between them. Finite-size scaling of the Floquet quasienergy splitting between the emergent subharmonic mode and its conjugate shows that the DTC lifetime diverges exponentially with system size. Our work thus establishes a novel mechanism for realizing robust, long-lived DTCs in one dimension, and paves the way for their experimental realization in near-term quantum simulators. Motivation for this work stems from the limitations of disorder-based stabilization schemes that rely on many-body localization and exhibit only prethermal or finite-lived plateaus, eventually restoring ergodicity. Disorder-free routes are therefore highly desirable. Integrable (or Floquet-integrable) systems provide an attractive alternative because their extensive set of conserved quantities and constrained scattering strongly restrict thermalization channels. Our construction exploits these integrable restrictions together with short-range NNN engineering to produce a clean, robust DTC that avoids the prethermal fragility of disordered realizations."
2510.04300,Time-resolved characterization of pulsed squeezed light from a strongly   driven silicon nitride microresonator,2025-10-05T17:40:01Z,"Silicon nitride microresonators driven by strong pump pulses can generate squeezed light in a dominant spectral-temporal mode, a central resource for continuous-variable quantum computation. In the high parametric gain regime, several effects, including self- and cross-phase modulation as well as time-ordering corrections, become significant and can degrade source performance. In this work, we comprehensively investigate the generation of squeezed light from a silicon nitride resonator under pulsed pumping, spanning from low to high parametric gain up to 16 photons/pulse. We experimentally study how the average photon number and the first- and second- order correlations of the squeezed marginal modes evolve with increasing pulse energy, across various frequency detunings and pulse durations. Furthermore, we analyze the errors introduced by multi-pair emissions in estimating the joint temporal intensity via time-resolved coincidence measurements. We propose and demonstrate an error-correction strategy based on the marginal distributions of time-resolved multi-photon events. Our results provide a practical strategy for optimizing the gain and the temporal mode structure of pulsed squeezed light sources in microresonators, elucidating the physical mechanisms and limitations that govern source performance in the high gain regime."
2510.04294,Filtered Quantum Phase Estimation,2025-10-05T17:11:30Z,"Accurate state preparation is a critical bottleneck in many quantum algorithms, particularly those for ground state energy estimation. Even in fault-tolerant quantum computing, preparing a quantum state with sufficient overlap to the desired eigenstate remains a major challenge. To address this, we develop a unified framework for filtered-state preparation that enhances the overlap of a given input state through spectral filtering. This framework encompasses the polynomial and trigonometric realizations of filters, allowing a transparent analysis of the trade-offs between overlap amplification and preparation cost. As examples, we introduce signal-processing-inspired filters, such as Gaussian filters and Krylov subspace-based filters, that adaptively suppress excited-state contributions using low-rank projections. Within this framework, we further develop a filtered variant of QPE (FQPE) that mitigates the unfavorable dependence on the initial overlap present in standard QPE. Numerical experiments on Fermi-Hubbard models show that FQPE reduces the total runtime by more than two orders of magnitude in the high-precision regime, with overlap amplification exceeding a factor of one hundred."
2510.04292,X-states of a qubit pair of double classicality,2025-10-05T17:03:17Z,A special class of states of 2-qubits which are simultaneously separable and have positive semidefinite Wigner functions is described.
2510.04288,Higher symmetry breaking and non-reciprocity in a driven-dissipative   Dicke model,2025-10-05T16:59:36Z,"Higher symmetries in interacting many-body systems often give rise to new phases and unexpected dynamical behavior. Here, we theoretically investigate a variant of the Dicke model with higher-order discrete symmetry, resulting from complex-valued coupling coefficients between quantum emitters and a bosonic mode. We propose a driven-dissipative realization of this model focusing on optomechanical response of a driven atom tweezer array comprised of $n$ sub-ensembles and placed within an optical cavity, with the phase of the driving field advancing stepwise between sub-ensembles. Examining stationary points and their dynamical stability, we identify a phase diagram for $n\geq 3$ with three distinctive features: a $\mathbb{Z}_n$ ($\mathbb{Z}_{2n}$) symmetry-breaking superradiant phase for even (odd) $n$, a normal unbroken-symmetry phase that is dynamically unstable due to non-reciprocal forces between emitters, and a first-order phase transition separating these phases. This $n$-phase Dicke model may be equivalently realized in a variety of optomechanical or opto-magnonic settings, where it can serve as a testbed for studying high-order symmetry breaking and non-reciprocal interactions in open systems."
2510.04267,Turning Down the Noise: Power-Law Decay and Temporal Phase Transitions,2025-10-05T16:16:35Z,"We determine the late-time dynamics of a generic spin ensemble with inhomogeneous broadening - equivalently, qubits with arbitrary Zeeman splittings - coupled to a dissipative environment with strength decreasing as $1/t$. The approach to the steady state follows a power law, reflecting the interplay between Hamiltonian dynamics and vanishing dissipation. The decay exponents vary non-analytically with the ramp rate, exhibiting a cusp singularity, and $n$-point correlation functions factorize into one- and two-point contributions. Our exact solution anchors a universality class of open quantum systems with explicitly time-dependent dissipation."
2510.04253,Operational Quasiprobability in Quantum Thermodynamics: Work Extraction   by Coherence and Non-joint Measurability,2025-10-05T15:44:45Z,"We employ the operational quasiprobability (OQ) as a work distribution, which reproduces the Jarzynski equality and yields the average work consistent with the classical definition. The OQ distribution can be experimentally implemented through the end-point measurement and the two-point measurement scheme. Using this framework, we demonstrate the explicit contribution of coherence to the fluctuation, the average, and the second moment of work. In a two-level system, we show that non-joint measurability, a generalized notion of measurement incompatibility, can increase the amount of extractable work beyond the classical bound imposed by jointly measurable measurements. We further prove that the real part of Kirkwood-Dirac quasiprobability (KDQ) and the OQ are equivalent in two-level systems, and they are nonnegative for binary unbiased measurements if and only if the measurements are jointly measurable. In a three-level Nitrogen-vacancy center system, the OQ and the KDQ exhibit different amounts of negativities while enabling the same work extraction, implying that the magnitude of negativity is not a faithful indicator of nonclassical work. These results highlight that coherence and non-joint measurability play fundamental roles in the enhancement of work."
2510.04209,Quantum Error Correction with Superpositions of Squeezed Fock States,2025-10-05T13:52:08Z,"Bosonic codes, leveraging infinite-dimensional Hilbert spaces for redundancy, offer great potential for encoding quantum information. However, the realization of a practical continuous-variable bosonic code that can simultaneously correct both single-photon loss and dephasing errors remains elusive, primarily due to the absence of exactly orthogonal codewords and the lack of an experiment-friendly state preparation scheme. Here, we propose a code based on the superposition of squeezed Fock states with an error-correcting capability that scales as $\propto\exp(-7r)$, where $r$ is the squeezing level. The codewords remain orthogonal at all squeezing levels. The Pauli-X operator acts as a rotation in phase space is an error-transparent gate, preventing correctable errors from propagating outside the code space during logical operations. In particular, this code achieves high-precision error correction for both single-photon loss and dephasing, even at moderate squeezing levels. Building on this code, we develop quantum error correction schemes that exceed the break-even threshold, supported by analytical derivations of all necessary quantum gates. Our code offers a competitive alternative to previous encodings for quantum computation using continuous bosonic qubits."
2510.04207,Quantum computing for heavy-ion physics: near-term status and future   prospects,2025-10-05T13:45:33Z,"We discuss recent advances in applying Quantum Information Science to problems in high-energy nuclear physics. After outlining key developments, open challenges, and emerging connections between these disciplines, we highlight recent results on the study of matter states, hard probes, and spin correlations using novel quantum technologies. This work summarizes the corresponding presentation delivered at the Quark Matter 2025 conference in Frankfurt, Germany."
2510.04200,Qubit entanglement from forward scattering,2025-10-05T13:34:56Z,"In the context of entanglement in relativistic $2\to 2$ scattering described by a perturbative $S$-matrix, we derive analytically the concurrence for a mixed final state of two qubits corresponding to a discrete quantum number of the scattered particles. Given an initial product state, the derived concurrence depends at the leading order on the real part of the inelastic forward amplitude and the initial state only. We also point out that the real part of the forward amplitude provides a subleading correction to the linearized entropy, reducing it by an amount that, for a computational-basis state, is equivalent to the relative entropy of coherence. We illustrate our findings with two examples of phenomenological interest: high-energy scattering of two scalar fields in the two-Higgs doublet model, and high-energy electron-positron annihilation."
2510.04198,Quantum Emission in Monolayer WSe2 Transferred onto InP Nanowires,2025-10-05T13:30:34Z,"Localized quantum emitters in transition-metal dichalcogenides (TMDs) have recently emerged as solid-state candidates for on-demand sources of single photons. Due to the role of strain in the site-selective creation of TMD emitters, their hybrid integration into photonic structures such as cavities and waveguides is possible using pick-and-place methods. Here we investigate quantum emission from a hybrid structure consisting of a monolayer of WSe2 interfaced with horizontally aligned InP nanowires (NWs). Our experiments reveal multiple narrow and bright emission peaks in the 715-785 nm spectral range and g(2)(0) as low as 0.049, indicating strong antibunching and good single photon purity. The faceted nature of III-V NWs provides unique opportunities for strain engineering, including the potential for placement of emitters on the top surface for optimal coupling. Our findings pave the way for realizing hybrid quantum light sources for integrated quantum photonics that could combine III-V quantum dots with TMD emitters into a single platform."
2510.04164,Clifford Circuits Augmented Grassmann Matrix Product States,2025-10-05T11:42:28Z,"Recent advances in combining Clifford circuits with tensor network (TN) states have shown that classically simulable disentanglers can significantly reduce entanglement, mitigating the bond-dimension bottleneck in TN simulations. In this work, we develop a variational TN framework based on Grassmann tensor networks, which natively encode fermionic statistics while preserving locality. By incorporating locally defined Clifford circuits within the fermionic formalism, we simulate benchmark models including the tight-binding and $t$-$V$ models. Our results show that Clifford disentangling removes the classically simulable component of entanglement, leading to a reduced bond dimension and improved accuracy in ground-state energy estimates. Interestingly, imposing the natural Grassmann-evenness constraint on the Clifford circuits significantly reduces the number of disentangling gates, from 720 to just 32, yielding a far more efficient implementation. These findings highlight the potential of Clifford-augmented Grassmann TNs as a scalable and accurate tool for studying strongly correlated fermionic systems, particularly in higher dimensions."
2510.04159,Proofs of quantum memory,2025-10-05T11:23:13Z,"With the rapid advances in quantum computer architectures and the emerging prospect of large-scale quantum memory, it is becoming essential to classically verify that remote devices genuinely allocate the promised quantum memory with specified number of qubits and coherence time. In this paper, we introduce a new concept, proofs of quantum memory (PoQM). A PoQM is an interactive protocol between a classical probabilistic polynomial-time (PPT) verifier and a quantum polynomial-time (QPT) prover over a classical channel where the verifier can verify that the prover has possessed a quantum memory with a certain number of qubits during a specified period of time. PoQM generalize the notion of proofs of quantumness (PoQ) [Brakerski, Christiano, Mahadev, Vazirani, and Vidick, JACM 2021]. Our main contributions are a formal definition of PoQM and its constructions based on hardness of LWE. Specifically, we give two constructions of PoQM. The first is of a four-round and has negligible soundness error under subexponential-hardness of LWE. The second is of a polynomial-round and has inverse-polynomial soundness error under polynomial-hardness of LWE. As a lowerbound of PoQM, we also show that PoQM imply one-way puzzles. Moreover, a certain restricted version of PoQM implies quantum computation classical communication (QCCC) key exchange."
2510.04085,Gluing Random Unitaries with Inverses and Applications to Strong   Pseudorandom Unitaries,2025-10-05T08:11:33Z,"Gluing theorem for random unitaries [Schuster, Haferkamp, Huang, QIP 2025] have found numerous applications, including designing low depth random unitaries [Schuster, Haferkamp, Huang, QIP 2025], random unitaries in ${\sf QAC0}$ [Foxman, Parham, Vasconcelos, Yuen'25] and generically shortening the key length of pseudorandom unitaries [Ananth, Bostanci, Gulati, Lin EUROCRYPT'25]. We present an alternate method of combining Haar random unitaries from the gluing lemma from [Schuster, Haferkamp, Huang, QIP 2025] that is secure against adversaries with inverse query access to the joined unitary. As a consequence, we show for the first time that strong pseudorandom unitaries can generically have their length extended, and can be constructed using only $O(n^{1/c})$ bits of randomness, for any constant $c$, if any family of strong pseudorandom unitaries exists."
2510.04062,Approaching the scaling limit of transport through lattices with   dephasing,2025-10-05T06:51:40Z,"We examine the stationary--state equations for lattices with generalized Markovian dephasing and relaxation. When the Hamiltonian is quadratic, the single--particle correlation matrix has a closed system of equations even in the presence of these two processes. The resulting equations have a vectorized form related to, but distinct from, Lyapunov's equation. We present an efficient solution that helps to achieve the scaling limit, e.g., of the current decay with lattice length. As an example, we study the super--diffusive--to--diffusive transition in a lattice with long--range hopping and dephasing. The approach enables calculations with up to $10^4$ sites, representing an increase of $10$ to $40$ times over prior studies. This enables a more precise extraction of the diffusion exponent, enhances agreement with theoretical results, and supports the presence of a phase transition. There is a wide range of problems that have Markovian relaxation, noise, and driving. They include quantum networks for machine--learning--based classification and extended reservoir approaches (ERAs) for transport. The results here will be useful for these classes of problems."
2510.04061,Non-Markovian protection of states from decay in quasi-PT-symmetric   systems,2025-10-05T06:47:58Z,"We consider a quasi-PT-symmetric system of two resonators, one of which interacts with a finite-size environment. The interaction with the environment leads to energy losses in the resonators, and the finite size of the environment leads to a non-Markovian dynamics of the relaxation process. We demonstrate that non-Markovian processes in the quasi-PT-symmetric system can make the states of the system infinitely living, loss-protected states, even in the absence of gain. There is a critical value of the interaction between the resonator and the environment below which any state of the system is loss-protected. When the interaction magnitude is greater than the critical value, depending on the coupling strength between the resonators, either one or both states are unprotected. We show that the boundaries of regions with different numbers of protected states are determined by the relaxation rates in the quasi-PT-symmetric system, calculated in the Markovian approximation. By changing the coupling strength between the resonators and the interaction magnitude between the resonator and the environment, the system switches between modes with two, one, or no loss-protected states. This makes it possible to realize stable PT-symmetric devices based on purely dissipative systems. The obtained results are applicable to quantum systems with single excitations, allowing the concept of PT symmetry to be extended to such systems."
2510.04059,Quadratically Shallow Quantum Circuits for Hamiltonian Functions,2025-10-05T06:43:18Z,"Many quantum algorithms for ground-state preparation and energy estimation require the implementation of high-degree polynomials of a Hamiltonian to achieve better convergence rates. Their circuit implementation typically relies on quantum signal processing (QSP), whose circuit depth is proportional to the degree of the polynomial. Previous studies exploit the Chebyshev polynomial approximation, which requires a Chebyshev series of degree $O(\sqrt{n\ln(1/\delta)})$ for an $n$-degree polynomial, where $\delta$ is the approximation error. However, the approximation is limited to only a few functions, including monomials, truncated exponential, Gaussian, and error functions. In this work, we present the most generalized function approximation methods for $\delta$-approximating linear combinations or products of polynomial-approximable functions with quadratically reduced-degree polynomials. We extend the list of polynomial-approximable functions by showing that the functions of cosine and sine can also be $\delta$-approximated by quadratically reduced-degree Laurent polynomials. We demonstrate that various Hamiltonian functions for quantum ground-state preparation and energy estimation can be implemented with quadratically shallow circuits."
2510.04047,Operator dependence and robustness of spacetime-localized response in a   quantum critical spin chain,2025-10-05T06:00:51Z,"We investigate the phenomenon of spacetime-localized response in a quantum critical spin system, with particular attention to how it depends on the spatial profile and operator content of the applied perturbation, as well as its robustness against increase of amplitude and temporal discretization. Motivated by recent theoretical proposals linking such response patterns to the anti-de Sitter/conformal field theory correspondence, we numerically analyze the real-time dynamics of the one-dimensional transverse-field Ising model at criticality using the time-evolving block decimation algorithm. We find that sharply localized and periodically recurring responses emerge only for specific types of perturbations, namely those that correspond to local density fields in the continuum limit. In contrast, perturbations involving other spin components produce conventional propagating excitations without localization. Furthermore, we demonstrate that the response remains qualitatively robust when the time-dependent perturbation is approximated by a piecewise-linear function, highlighting the practical relevance of our findings for quantum simulation platforms with limited temporal resolution. Our results clarify the operator dependence of emergent bulk-like dynamics in critical spin chains and offer guidance for probing holographic physics in experimental settings."
2510.04011,A quantum information method for early universe with non-trivial sound   speed,2025-10-05T03:01:25Z,"Many quantum gravitational frameworks, such as DBI inflation, k-essence, and effective field theories obtained by integrating out heavy modes, can lead to a non-trivial sound speed. Meanwhile, our universe can be described as an open system. Under the non-trivial sound speed, we employ the method of open quantum systems combined with Arnoldi iterations to study the Krylov complexity throughout the early universe, including the inflationary, radiation-dominated, and matter-dominated epochs. A key ingredient in our analysis is the open two-mode squeezed state formalism and the generalized Lanczos algorithm. To numerically compute the Krylov complexity, we are the first time to derive the evolution equations for the parameters $r_k$ and $\phi_k$ within an open two-mode squeezed state. Our results indicate that the Krylov complexity exhibits a similar trend in both the standard case and the case with non-trivial sound speed. To distinguish between these two scenarios, we also investigate the Krylov entropy for completeness. The evolution of the Krylov entropy shows a clear difference between the standard case and the non-trivial sound speed case. Furthermore, based on the behavior of the Lanczos coefficients, we find that the case of non-trivial sound speed behaves as a maximally chaotic system. However, our numerical results suggest that the Krylov complexity does not saturate to a constant value due to the huge expansion of spacetime background. This study offers a new perspective for exploring the early universe through the quantum information."
2510.04005,Wormhole-Induced correlation: A Link Between Two Universes,2025-10-05T02:49:53Z,"Motivated by the profound connection between quantum mechanics and spacetime geometry, particularly the conjectured correspondence between wormholes and quantum entanglement as proposed in the ER=EPR framework, this study aims to investigate the influence of wormhole geometries on quantum information extraction. We examine the correlation-specifically mutual information (MI) and entanglement-extracted by two Unruh-DeWitt (UDW) detectors from the quantum vacuum field in the presence of a BTZ wormhole featuring a null-like throat, also known as an Einstein-Rosen bridge. First, we analyze how the detector's position relative to the wormhole throat and the throat's size affect the extracted MI. Our results indicate that the wormhole enhances MI extraction, with maximal MI achieved when the detectors are located at specific image-symmetric points connected by the wormhole. By analyzing the behavior of the nonlocal contribution term and the classical noise term, it is found that the correlations extracted contain genuine non-classical components. This work highlights the feasibility of extracting quantum correlations through null-like wormhole geometries and provides a novel perspective for probing the potential relationship between spacetime topology and the nonlocal characteristics of quantum mechanics."
2510.03981,Coupling a $^{73}$Ge nuclear spin to an electrostatically defined   quantum dot,2025-10-05T00:12:32Z,"Single nuclear spins in silicon are a promising resource for quantum technologies due to their long coherence times and excellent control fidelities. Qubits and qudits have been encoded on donor nuclei, with successful demonstrations of Bell states and quantum memories on the spin-1/2 $^{31}$P and cat-qubits on the spin-7/2 $^{123}$Sb nuclei. Isoelectronic nuclear spins coupled to gate-defined quantum dots, such as the naturally occurring $^{29}$Si isotope, possess no additional charge and allow for the coupled electron to be shuttled without destroying the nuclear spin coherence. Here, we demonstrate the coupling and readout of a spin-9/2 $^{73}$Ge nuclear spin to a gate-defined quantum dot in SiMOS. The $^{73}$Ge nucleus was implanted by isotope-selective ion-implantation. We observe the hyperfine interaction (HFI) to the coupled quantum dot electron and are able to tune it from 180 kHz to 350 kHz, through the voltages applied to the lateral gate electrodes. This work lays the foundation for future spin control experiments on the spin-9/2 qudit as well as more advanced experiments such as entanglement distribution between distant nuclear spins or repeated weak measurements."
2510.03967,Higher-form entanglement asymmetry and topological order,2025-10-04T22:36:34Z,"We extend a recently defined measure of symmetry breaking, the entanglement asymmetry, to higher-form symmetries. In particular, we focus on Abelian topological order in two dimensions, which spontaneously breaks a 1-form symmetry. Using the toric code as a primary example, we compute the entanglement asymmetry and compare it to the topological entanglement entropy. We find that while the two quantities are not strictly equivalent, both are sub-leading corrections to the area law and can serve as order parameters for the topological phase. We generalize our results to non-chiral Abelian topological order and express the maximal entanglement asymmetry in terms of the quantum dimension. Finally, we discuss how the scaling of entanglement asymmetry correctly detects topological order in the deformed toric code, where 1-form symmetry breaking persists even in a trivial phase."
2510.03966,Ion-Based Characterization of Laser Beam Profiles for Quantum   Information Processing,2025-10-04T22:34:00Z,"Laser-driven operations are a common approach for engineering one- and two-qubit gates in trapped-ion arrays. Measuring key parameters of these lasers, such as beam sizes, intensities, and polarizations, is central to predicting and optimizing gate speeds and stability. Unfortunately, it is challenging to accurately measure these properties at the ion location within an ultra-high vacuum chamber. Here, we demonstrate how the ions themselves may be used as sensors to directly characterize the laser beams needed for quantum gate operations. Making use of the four-photon Stark Shift effect in $^{171}$Yb$^+$ ions, we measure the profiles, alignments, and polarizations of the lasers driving counter-propagating Raman transitions. We then show that optimizing the parameters of each laser individually leads to higher-speed Raman-driven gates with smaller susceptibility to errors. Our approach demonstrates the capability of trapped ions to probe their local environments and to provide useful feedback for improving system performance."
2510.03931,Metasurface-Based Dual-Basis Polarization Beam Splitter for efficient   entanglement witnessing,2025-10-04T20:23:25Z,"Entanglement witnessing is essential for quantum technologies such as computing, key distribution, and networking. Conventional bulk-optics methods require sequential reconfiguration across multiple polarization bases, limiting efficiency and scalability. We propose a metasurface-based analyzer that performs dual-basis (\sigma_z and \sigma_y) projections simultaneously by mapping them to orthogonal spatial modes. This allows direct access to the commuting two-photon correlators \langle \sigma_z \otimes \sigma_z \rangle and \langle \sigma_y \otimes \sigma_y \rangle required for entanglement witnessing. The metasurface design employs meta-atoms engineered to impart independent linear and circular phase delays through anisotropy and geometric control, resulting in polarization-dependent beam deflection that separates H/V and R/L components. This approach halves the measurement overhead compared to sequential analysis while offering a compact, integrable platform for chip-scale quantum photonics. The proposed scheme provides a path toward efficient entanglement verification with applications in quantum key distribution, quantum repeaters, and scalable quantum networks."
2510.03836,From Qubits to Rhythm: Exploring Quantum Random Walks in Rhythmspaces,2025-10-04T15:29:15Z,"A quantum computing algorithm for rhythm generation is presented, which aims to expand and explore quantum computing applications in the arts, particularly in music. The algorithm maps quantum random walk trajectories onto a rhythmspace -- a 2D interface that interpolates rhythmic patterns. The methodology consists of three stages. The first stage involves designing quantum computing algorithms and establishing a mapping between the qubit space and the rhythmspace. To minimize circuit depth, a decomposition of a 2D quantum random walk into two 1D quantum random walks is applied. The second stage focuses on biasing the directionality of quantum random walks by introducing classical potential fields, adjusting the probability distribution of the wave function based on the position gradient within these fields. Four potential fields are implemented: a null potential, a linear field, a Gaussian potential, and a Gaussian potential under inertial dynamics. The third stage addresses the sonification of these paths by generating MIDI drum pattern messages and transmitting them to a Digital Audio Workstation (DAW). This work builds upon existing literature that applies quantum computing to simpler qubit spaces with a few positions, extending the formalism to a 2D x-y plane. It serves as a proof of concept for scalable quantum computing-based generative random walk algorithms in music and audio applications. Furthermore, the approach is applicable to generic multidimensional sound spaces, as the algorithms are not strictly constrained to rhythm generation and can be adapted to different musical structures."
2510.03783,"Enhancement in phase sensitivity in displacement-assisted SU(1,1)   interferometer via photon recycling",2025-10-04T11:15:00Z,"We propose a novel method for enhancing phase estimation in the displacement-assisted SU(1,1) (DSU(1,1)) interferometer by incorporating the photon recycling technique, evaluated under single-intensity detection (SID) and homodyne detection (HD) schemes. Our analysis showed that utilizing the photon recycling technique, the photon-recycled DSU(1,1) interferometer performs better than the conventional DSU(1,1) interferometer for some conditions. We also showed that this improvement is possible in both SID and HD schemes. In addition, to discuss the maximum sensitivity achieved by our proposed model, we have calculated the quantum Cram\'{e}r-Rao bound (QCRB) within the framework and found that our proposed model approaches the QCRB. Therefore, we believe that our findings offer a promising new approach to improve phase sensitivity through photon recycling."
2510.03773,Reduction of the impact of the local valley splitting on the coherence   of conveyor-belt spin shuttling in $^{28}$Si/SiGe,2025-10-04T10:45:30Z,"Silicon quantum chips offer a promising path toward scalable, fault-tolerant quantum computing, with the potential to host millions of qubits. However, scaling up dense quantum-dot arrays and enabling qubit interconnections through shuttling are hindered by uncontrolled lateral variations of the valley splitting energy $E_{VS}$. We map $E_{VS}$ across a $40 \, $nm x $400 \, $nm region of a $^{28}$Si/Si$_{0.7}$Ge$_{0.3}$ shuttle device and analyze the spin coherence of a single electron spin transported by conveyor-belt shuttling. We observe that the $E_{VS}$ varies over a wide range from $1.5 \, \mu$eV to $200 \, \mu$eV and is dominated by SiGe alloy disorder. In regions of low $E_{VS}$ and at spin-valley resonances, spin coherence is reduced and its dependence on shuttle velocity matches predictions. Rapid and frequent traversal of low-$E_{VS}$ regions induces a regime of enhanced spin coherence explained by motional narrowing. By selecting shuttle trajectories that avoid problematic areas on the $E_{VS}$ map, we achieve transport over tens of microns with coherence limited only by the coupling to a static electron spin entangled with the mobile qubit. Our results provide experimental confirmation of the theory of spin-decoherence of mobile electron spin-qubits and present practical strategies to integrate conveyor-mode qubit shuttling into silicon quantum chips."
2510.03647,Accelerating Extended Benders Decomposition with Quantum-Classical   Hybrid Solver,2025-10-04T03:21:23Z,"We propose a quantum-classical hybrid method for solving large-scale mixed-integer quadratic problems (MIQP). Although extended Benders decomposition is effective for MIQP, its master problem which handles the integer and quadratic variables often becomes a computational bottleneck. To address this challenge, we integrate the D-Wave CQM solver into the decomposition framework to solve the master problem directly. Our results show that this hybrid approach efficiently yields near-optimal solutions and, for certain problem instances, achieves exponential speedups over the leading commercial classical solver. These findings highlight a promising computational strategy for tackling complex mixed-integer optimization problems."
2510.03645,The power of quantum circuits in sampling,2025-10-04T03:19:47Z,"We give new evidence that quantum circuits are substantially more powerful than classical circuits. We show, relative to a random oracle, that polynomial-size quantum circuits can sample distributions that subexponential-size classical circuits cannot approximate even to TV distance $1-o(1)$. Prior work of Aaronson and Arkhipov (2011) showed such a separation for the case of exact sampling (i.e. TV distance $0$), but separations for approximate sampling were only known for uniform algorithms.   A key ingredient in our proof is a new hardness amplification lemma for the classical query complexity of the Yamakawa-Zhandry (2022) search problem. We show that the probability that any family of query algorithms collectively finds $k$ distinct solutions decays exponentially in $k$."
2510.03622,Towards the simulation of higher-order quantum resources: a general   type-theoretic approach,2025-10-04T02:07:54Z,"Quantum resources exist in a hierarchy of multiple levels. At order zero, quantum states are transformed by linear maps (channels, or gates) in order to perform computations or simulate other states. At order one, gates and channels are transformed by linear maps (superchannels) in order to simulate other gates. To develop a full hierarchy of quantum resources, beyond those first two orders, and to account for the fact that quantum protocols can interconvert resources of different orders, we need a theoretical framework that addresses all orders in a uniform manner. We introduce a framework based on a system of types, which label the different kinds of objects that are present at different orders. We equip the framework with a parallel product operation that modifies and generalizes the tensor product so as to be operationally meaningful for maps of distinct and arbitrary orders. Finally, we introduce a family of convex cones that generalize the notion of complete positivity to all orders, with the aim of characterizing the objects that are physically admissible, facilitating an operational treatment of quantum objects at any order."
2510.03620,Compact non-degenerate entangled-photon source and   near-infrared-to-telecom quantum teleportation,2025-10-04T02:06:11Z,"The polarization-entangled photon source (PEPS) at non-degenerated wavelengths is pivotal to connect quantum systems working at different wavelengths, with the assistance of quantum teleportation. Here, a compact Sagnac-type photon source is designed and demonstrated, in which two photons with wavelengths at 810 and 1550~nm are highly entangled in polarization degree of freedom. The two photons are generated from a periodically poled lithium niobate crystal pumped with a 532~nm continuous-wave laser, via type-0 nondegenerate spontaneous parametric down-conversion. The polarization of three lights is rotated by a single periscope, which makes the Sagnac interferometer compact and stable. The generated two photons are with high brightness of $3\times10^4$ pairs/s/mW, which are highly entangled with fidelity of $0.985\pm0.002$. The entanglement is verified by violating the Clauser-Horne-Shimony-Holt inequality with $\mathcal S =2.756\pm0.007$. Finally, teleportation is demonstrated with this nondegenerate source, in which photonic states at 810~nm is teleported to 1550~nm with fidelity of $0.955\pm0.003$."
2510.03619,Broadband Quantum Photon Source in Step-Chirped Periodically Poled   Lithium Niobate Waveguide,2025-10-04T02:06:00Z,"Broadband nonlinear optical devices play a critical role in both classical and quantum optics. Here, we design and fabricate a 6.82-mm-long step-chirped periodically poled lithium niobate~(CPPLN) waveguide on lithium niobate on insulator, which enables quasi-phase matching over a broad bandwidth for second-harmonic generation~(SHG) and spontaneous parametric down-conversion~(SPDC). The SHG achieves an average efficiency of 54.4\%/W/cm$^2$ over the first-harmonic wavelength range of 1510~nm-1620~nm, paving the way for realizing SPDC across a wide range of pump wavelengths. For SPDC, by tuning the pump wavelength to 775~nm, 780~nm, and 785~nm, we achieve broadband photon-pair generation with a maximum full bandwidth and brightness up to 99~THz~(846~nm) and 20~GHz/mW/nm, respectively. Our findings provide an efficient and experiment-friendly approach for generating broadband photon pairs, which holds significant promise for advancing applications in quantum metrology."
2510.03618,Floquet Diamond Sensor with Optimal Precision,2025-10-04T02:05:41Z,"The diamond sensor has emerged as a promising platform for quantum sensing, enabling the estimation of physical quantities -- such as microwave~(MW) field -- with precision unattainable by classical counterpart. However, traditional diamond sensors suffer severe precision degradation when the signal MW is not resonant with the sensor transition frequency. Here, we propose and demonstrate a Floquet diamond sensor~(FDS) for high-precision off-resonant MW amplitude sensing without attenuating the strength of the signal MW. The periodic driven field effectively induces an quasi-energy shift that matches the off-resonant MW frequency. The measurement precision of FDS is characterized by quantum Fisher information, which approaches the ultimate precision -- Heisenberg limit -- within the coherent time. Furthermore, the FDS exhibits robust tolerance to practical control errors and is compatible with dynamical coupling protocol, enabling a robust and high-sensitivity magnetic sensing. Our results confirm the quantum advantage of quantum sensing and provide a practical technology for high-precision off-resonant MW sensing."
